,user id,test group,converted,total ads,most ads day,most ads hour,mapped_customer_id,predicted_clv_90d
63315,1578754,ad,True,91,Monday,8,17043.0,5405.376199048571
63318,1050426,ad,True,23,Monday,21,17514.0,1432.2832665809817
63324,1365159,ad,True,152,Friday,15,15779.0,435.9146167119743
63369,1214795,ad,True,6,Friday,9,12444.0,20193.650884583887
63381,1176106,ad,True,110,Wednesday,10,16527.0,2108.2031990805585
63425,1456839,ad,True,167,Saturday,13,13581.0,1072.5369735596687
63441,1621505,ad,True,25,Friday,18,17759.0,3939.348261725333
63500,1221919,ad,True,100,Monday,22,18217.0,2949.9161302151083
63503,1464979,ad,True,97,Monday,1,15775.0,1162.0754302440848
63604,1247866,ad,True,89,Wednesday,16,13863.0,2823.953992784178
63632,1135439,ad,True,118,Monday,11,15482.0,29189.137589497637
63647,1306265,ad,True,199,Wednesday,17,18009.0,4159.181320771411
63683,900651,psa,True,25,Wednesday,12,15543.0,1238.4432387528238
63702,1556864,ad,True,26,Sunday,17,17622.0,182.27034164622015
63709,1189579,ad,True,51,Monday,9,15281.0,15368.25786828788
63740,1542560,ad,True,58,Monday,19,12879.0,6686.010549765536
63770,1406927,ad,True,70,Thursday,11,16317.0,5313.076675397225
63774,1234914,ad,True,169,Wednesday,18,12571.0,4856.6919326265
63787,1536328,ad,True,251,Friday,11,13958.0,5262.692341277407
63810,1185029,ad,True,39,Wednesday,10,16286.0,565.7641712044334
63819,1047270,ad,True,113,Friday,10,18252.0,3305.826923087545
63898,1440487,ad,True,69,Monday,15,15661.0,836.6434155428955
63911,1009457,ad,True,41,Wednesday,15,15529.0,15288.041904639455
63954,1616839,ad,True,81,Friday,12,12427.0,3431.621336935506
63956,1160660,ad,True,37,Friday,15,16601.0,2519.4599906734306
63963,1324666,ad,True,125,Monday,11,17817.0,3686.3309386396477
63969,1466335,ad,True,541,Monday,15,14232.0,7770.743734765983
64001,1392320,ad,True,378,Saturday,17,14024.0,2492.8369027851945
64002,1362341,ad,True,51,Sunday,7,14519.0,151.460276551354
64041,1043736,ad,True,139,Friday,16,14629.0,8104.375086822352
64070,1638749,ad,True,41,Saturday,22,14221.0,14847.193213053346
64120,1414790,ad,True,252,Monday,18,14491.0,1999.8740133779766
64136,1453405,ad,True,591,Friday,15,14693.0,2024.8203767818893
64149,1498329,ad,True,23,Monday,8,14261.0,5220.699280678086
64155,1286634,ad,True,25,Monday,14,14549.0,1769.722670175094
64167,1058395,ad,True,91,Wednesday,14,16150.0,9030.648668798256
64172,1156993,ad,True,31,Monday,11,15687.0,11481.298519364756
64182,1150341,ad,True,67,Saturday,10,17631.0,2844.218315782757
64199,1485533,ad,True,23,Tuesday,14,15789.0,2327.1329144827932
64205,1424401,ad,True,261,Monday,14,15154.0,2129.1301348114366
64232,1365364,ad,True,138,Monday,18,13592.0,2798.410852051446
64247,1643179,ad,True,5,Friday,10,13792.0,2068.8290576345253
64261,1383116,ad,True,69,Friday,12,15045.0,2912.9465571301666
64263,1514617,ad,True,25,Friday,8,13213.0,9695.343765584761
64284,1358849,ad,True,141,Friday,11,17714.0,1735.2446694950113
64381,1293031,ad,True,81,Friday,12,13359.0,2866.1154830124133
64386,1632429,ad,True,142,Sunday,19,13050.0,24724.392114157476
64407,1566002,ad,True,18,Saturday,17,13046.0,3251.0439677604995
64418,1266408,ad,True,23,Friday,16,15971.0,12231.007752340574
64432,1542459,ad,True,33,Wednesday,16,12782.0,12589.917970879067
64457,1334065,ad,True,99,Monday,12,18034.0,3036.701562817019
64467,1506597,ad,True,112,Wednesday,15,16367.0,4261.201737552116
64475,1633405,ad,True,107,Friday,10,16454.0,1192.15381531547
64480,1564894,ad,True,18,Friday,23,14755.0,19610.797088550375
64483,1184307,ad,True,179,Monday,12,16021.0,1199.3240731617152
64487,1402565,ad,True,152,Saturday,18,14990.0,354.0778906601947
64494,1266329,ad,True,133,Monday,12,16928.0,8737.786290536367
64524,1158414,ad,True,106,Wednesday,11,16333.0,99929.90092571886
64525,1433072,ad,True,15,Saturday,12,12989.0,26878.404191169593
64532,1474781,ad,True,57,Saturday,18,17465.0,1748.0576638503312
64544,1197121,ad,True,106,Saturday,14,13433.0,583.3120481078956
64548,1547984,ad,True,48,Tuesday,11,15224.0,1624.7578450342928
64557,901137,psa,True,166,Sunday,22,13327.0,18712.018206278153
64576,1034714,ad,True,92,Wednesday,11,15829.0,4048.713203724647
64577,1260051,ad,True,510,Tuesday,12,17542.0,1245.8004985163655
64610,1609233,ad,True,75,Friday,11,14257.0,11347.02968968951
64613,1150554,ad,True,129,Monday,10,12429.0,16617.062041926838
64615,1388850,ad,True,54,Monday,11,15974.0,12555.613186608909
64664,1112502,ad,True,157,Wednesday,21,17647.0,1312.3071172029993
64686,1294490,ad,True,201,Saturday,23,12540.0,43729.77769586849
64746,1373824,ad,True,106,Thursday,14,17469.0,10361.794547274278
64753,1476510,ad,True,147,Thursday,11,15367.0,9426.333130372239
64754,1409351,ad,True,434,Monday,11,16951.0,2449.099901975351
64759,1231098,ad,True,38,Friday,17,13533.0,1879.456791012188
64776,1649612,ad,True,65,Wednesday,12,16688.0,14207.817327190181
64863,1016508,ad,True,53,Monday,23,16556.0,16072.096627500045
64866,1346770,ad,True,6,Friday,23,12522.0,5113.1759926522745
64879,1647087,ad,True,74,Tuesday,11,14645.0,2320.92204778068
64911,1477712,ad,True,132,Friday,13,13669.0,2213.8133841458016
64927,1142868,ad,True,113,Sunday,10,13278.0,3762.4636202225147
64937,1493584,ad,True,302,Wednesday,10,15214.0,7417.36641321378
64947,1406473,ad,True,57,Sunday,12,16246.0,1413.0083121193984
64999,1105940,ad,True,119,Tuesday,15,15260.0,17355.792939478433
65010,1616360,ad,True,35,Monday,16,12695.0,3020.578806513999
65011,1589597,ad,True,52,Monday,21,16129.0,1208.6710202591157
65044,1135133,ad,True,118,Tuesday,12,13506.0,1491.7831045424653
65063,1332357,ad,True,66,Friday,15,18252.0,3305.826923087545
65081,1454416,ad,True,14,Friday,12,12633.0,10117.366864044148
65095,1157962,ad,True,30,Friday,15,15437.0,1313.4193431546885
65108,1434847,ad,True,91,Tuesday,12,17300.0,882.813915380738
65117,1478374,ad,True,53,Monday,18,15641.0,10802.734791163071
65215,1144650,ad,True,44,Tuesday,17,15678.0,4301.482552114173
65219,1190821,ad,True,168,Friday,16,17419.0,14125.943843072551
65220,1287259,ad,True,29,Monday,14,12748.0,110891.85648156819
65239,1226726,ad,True,41,Monday,13,12427.0,3431.621336935506
65249,1390261,ad,True,82,Wednesday,16,17115.0,5598.1661188460885
65287,1531947,ad,True,70,Tuesday,12,15048.0,2575.7742174526234
65290,1013060,ad,True,33,Tuesday,13,17860.0,1911.4580905108603
65339,1604680,ad,True,48,Monday,17,16016.0,8727.442097597572
65381,1427349,ad,True,72,Tuesday,13,13159.0,10185.247430275322
65389,902405,psa,True,243,Sunday,13,17869.0,3314.7354296601366
65409,1581008,ad,True,51,Tuesday,17,14547.0,37284.45173163575
65418,1225147,ad,True,7,Friday,13,14047.0,8900.34656621302
65424,1215720,ad,True,32,Tuesday,13,16381.0,414.63302443102333
65427,1121692,ad,True,152,Monday,19,16435.0,346.78066300670594
65450,1217409,ad,True,102,Saturday,16,14099.0,11563.911591326088
65482,1267913,ad,True,201,Wednesday,22,12542.0,630.7050396752375
65496,1632599,ad,True,105,Thursday,11,13812.0,5157.407101541437
65502,1054345,ad,True,88,Friday,14,15396.0,1783.3906941529756
65503,1118306,ad,True,81,Tuesday,9,16019.0,33498.680516562505
65523,1411218,ad,True,445,Friday,18,13302.0,1321.7014934714432
65551,1348015,ad,True,251,Monday,17,15838.0,146886.61412202113
65559,1079840,ad,True,42,Thursday,14,16139.0,2475.7735327462797
65564,1163507,ad,True,148,Friday,15,15615.0,41364.089188376376
65583,1348697,ad,True,99,Friday,12,12465.0,4389.678863958782
65589,1226004,ad,True,20,Friday,17,15894.0,1340.870870673978
65659,1583023,ad,True,32,Sunday,13,16496.0,6341.838145994475
65661,1217765,ad,True,44,Thursday,19,16266.0,4342.7063395869445
65691,1437524,ad,True,57,Monday,13,15883.0,7804.436131039226
65705,1036138,ad,True,26,Thursday,13,17001.0,14726.194917132354
65720,1167435,ad,True,42,Friday,18,14731.0,3563.5235416730757
65730,1390622,ad,True,40,Friday,16,17508.0,6093.039846427333
65764,1254416,ad,True,100,Monday,15,16169.0,14353.044207694928
65774,1483631,ad,True,13,Monday,10,17451.0,13529.213703892265
65780,1440341,ad,True,66,Sunday,18,14658.0,4167.582832496557
65782,1164592,ad,True,67,Monday,9,17014.0,7728.653622267735
65796,1477653,ad,True,53,Monday,15,17527.0,5338.8039137394135
65814,1203214,ad,True,21,Friday,16,13206.0,461.503562866627
65828,1642008,ad,True,57,Thursday,17,13040.0,8984.6964919463
65838,1273731,ad,True,90,Monday,16,13280.0,4961.4151639639
65863,1611834,ad,True,74,Tuesday,13,16707.0,938.862482017724
65870,1244348,ad,True,38,Sunday,23,13405.0,3086.739481191903
65873,1259916,ad,True,68,Wednesday,18,13058.0,4238.991800701905
65877,1468010,ad,True,4,Friday,14,14693.0,2024.8203767818893
65890,1482082,ad,True,47,Tuesday,14,16678.0,13411.061378024331
65895,1525300,ad,True,46,Sunday,17,12514.0,2857.470432859418
65902,1373402,ad,True,100,Tuesday,16,16554.0,5808.505161390953
65907,1437329,ad,True,7,Tuesday,16,14788.0,2782.002482974102
65914,1595804,ad,True,118,Friday,14,17425.0,4857.917627925887
65977,1592509,ad,True,168,Saturday,14,15532.0,9598.163361132738
65978,1444876,ad,True,12,Friday,14,15597.0,1955.8803920832368
66058,1454086,ad,True,38,Saturday,15,17453.0,5413.8503014044345
66100,1324468,ad,True,42,Tuesday,14,12560.0,8291.27154790237
66128,1414096,ad,True,77,Monday,11,17954.0,8160.4192338938265
66145,1534042,ad,True,113,Wednesday,10,17211.0,8225.17232502619
66161,1287776,ad,True,125,Tuesday,19,15754.0,4528.681910521312
66165,1040744,ad,True,29,Saturday,11,12542.0,630.7050396752375
66178,1279868,ad,True,33,Friday,14,17069.0,11343.65061338779
66186,1613203,ad,True,10,Sunday,6,16592.0,15937.355914559039
66193,1563645,ad,True,122,Friday,16,17349.0,2497.97977301029
66205,1531574,ad,True,26,Friday,17,12371.0,8732.242296361403
66223,1623957,ad,True,91,Monday,15,15518.0,8799.38330618938
66234,1256029,ad,True,80,Tuesday,20,12994.0,4756.4455775258
66259,1131333,ad,True,44,Saturday,19,15097.0,1771.5917042679853
66260,1279553,ad,True,62,Tuesday,14,13703.0,985.8676772881578
66285,1446828,ad,True,1,Friday,14,15058.0,7771.760109326648
66304,1402548,ad,True,23,Tuesday,14,16552.0,1826.3344199799662
66324,1163354,ad,True,84,Saturday,15,18287.0,8715.834320652022
66348,1629304,ad,True,55,Wednesday,11,18006.0,2868.872069031669
66370,1193281,ad,True,6,Friday,14,12691.0,4671.272213540542
66376,1414250,ad,True,39,Monday,10,12644.0,3510.8592077330622
66390,1624357,ad,True,56,Friday,9,16038.0,3297.918304466579
66395,1340175,ad,True,112,Friday,9,17113.0,174.73346838052464
66414,1321283,ad,True,110,Monday,18,16545.0,2396.9607433070637
66440,1022695,ad,True,168,Thursday,14,16153.0,10229.99367975799
66467,1122233,ad,True,48,Sunday,16,18257.0,10130.995252459257
66477,1170165,ad,True,165,Saturday,21,14243.0,14893.947303084082
66479,1226240,ad,True,65,Thursday,21,13523.0,15950.633308277287
66573,1106111,ad,True,90,Tuesday,15,13529.0,2839.4259824203014
66583,1025580,ad,True,45,Monday,14,12630.0,10335.486122024513
66626,1198258,ad,True,213,Saturday,14,14850.0,2959.3055015002087
66647,1441144,ad,True,55,Tuesday,16,17470.0,7802.93368509279
66659,1468919,ad,True,2,Friday,15,12709.0,58810.458547927556
66676,1356568,ad,True,19,Saturday,16,14866.0,59838.87002530095
66687,1468515,ad,True,133,Thursday,13,17548.0,2210.122646226118
66729,912122,psa,True,14,Friday,15,15823.0,893.4030951229992
66752,1093633,ad,True,119,Thursday,15,13999.0,18880.394194457524
66757,1339242,ad,True,24,Wednesday,14,17808.0,31.46324692479746
66797,902158,psa,True,85,Sunday,14,13904.0,2415.7242007173754
66816,1503419,ad,True,96,Tuesday,16,16141.0,3286.286409764569
66837,1054971,ad,True,125,Thursday,16,14952.0,34119.38625979664
66847,1372564,ad,True,101,Tuesday,16,17825.0,491.03333509588305
66877,1299708,ad,True,35,Friday,22,13068.0,2505.0369352197654
66924,1092546,ad,True,96,Saturday,17,14619.0,1876.2815955551607
66928,1272175,ad,True,85,Thursday,15,15838.0,146886.61412202113
66932,1514888,ad,True,130,Saturday,17,15955.0,18855.454323688322
66940,1401193,ad,True,541,Sunday,18,14298.0,176222.7143838343
66944,1212910,ad,True,19,Friday,12,16572.0,4230.913547475126
66947,1629447,ad,True,4,Friday,15,17707.0,1878.5272977225518
66954,1393004,ad,True,349,Sunday,15,13402.0,4094.8230949985814
66966,1588905,ad,True,21,Wednesday,12,17250.0,3064.894075753934
66980,1491199,ad,True,91,Monday,12,13299.0,2772.0740491531687
67002,1247515,ad,True,141,Sunday,12,17996.0,1054.779837932163
67023,1548051,ad,True,6,Friday,15,17640.0,7055.8833554404655
67025,1542921,ad,True,131,Monday,15,16567.0,2250.3217801780775
67032,1648273,ad,True,87,Tuesday,16,15314.0,2146.6023804322203
67052,1424629,ad,True,34,Monday,11,14127.0,5363.993044439336
67059,1497806,ad,True,42,Monday,11,15855.0,3089.4119976783168
67095,1102455,ad,True,94,Tuesday,15,12905.0,580.388694528966
67133,1112676,ad,True,194,Tuesday,7,16038.0,3297.918304466579
67142,1525930,ad,True,67,Tuesday,8,12631.0,6700.754796012733
67145,1167586,ad,True,34,Tuesday,15,17695.0,3943.5024473136205
67188,1286719,ad,True,216,Thursday,11,17576.0,18004.295060050856
67196,1546632,ad,True,124,Tuesday,16,16006.0,1526.358876997424
67213,1591274,ad,True,37,Friday,14,15983.0,8239.649641899985
67226,1005502,ad,True,95,Wednesday,14,16250.0,2231.9018111335195
67243,1120015,ad,True,50,Sunday,20,16310.0,1069.0052457117622
67292,1463108,ad,True,47,Friday,16,15652.0,4817.095624763403
67293,1025446,ad,True,115,Friday,16,17143.0,838.3142453984602
67320,1465045,ad,True,38,Tuesday,10,13420.0,2164.186678972362
67330,1332974,ad,True,89,Tuesday,15,16402.0,1230.610602175239
67332,1243626,ad,True,8,Monday,11,16746.0,35560.90499858469
67335,1216453,ad,True,341,Monday,10,18272.0,9343.845838536512
67342,1144289,ad,True,97,Wednesday,16,16034.0,2606.3449396458486
67347,1015546,ad,True,132,Monday,11,15712.0,7277.813459043233
67368,1524151,ad,True,43,Tuesday,10,13108.0,1390.5067315021377
67392,1128667,ad,True,130,Tuesday,17,13263.0,27164.534683774014
67430,1027270,ad,True,101,Friday,18,14839.0,1298.419773500623
67452,1599795,ad,True,46,Wednesday,10,17691.0,1275.5332232018914
67462,1274289,ad,True,130,Saturday,15,15694.0,21536.57292929729
67471,1098361,ad,True,70,Friday,16,12348.0,6673.077028614074
67530,1060213,ad,True,129,Monday,17,12645.0,7792.0890194619515
67566,1389067,ad,True,118,Friday,21,18212.0,1257.9735539775068
67577,1445566,ad,True,58,Friday,16,16060.0,574.613217964353
67624,1483123,ad,True,154,Monday,13,16428.0,780.2795342533567
67629,904223,psa,True,34,Monday,19,16840.0,238.89940927460432
67664,1002949,ad,True,75,Tuesday,11,16127.0,2287.517698728988
67665,1193485,ad,True,131,Saturday,17,16997.0,899.7237131096299
67732,1323361,ad,True,177,Tuesday,15,13632.0,8656.346656198533
67757,1128122,ad,True,59,Thursday,19,13890.0,6326.354497554333
67767,1628937,ad,True,131,Monday,14,14159.0,15715.400896261475
67774,1562478,ad,True,109,Tuesday,16,13314.0,6473.196064124352
67803,1093689,ad,True,63,Friday,17,14466.0,9744.261151178369
67838,1322093,ad,True,45,Wednesday,23,17377.0,34290.9964694492
67855,1107318,ad,True,53,Monday,15,15106.0,6346.306855080874
67871,1251656,ad,True,103,Saturday,21,12708.0,11114.697880649815
67895,1062046,ad,True,57,Saturday,13,15022.0,2984.915571992704
67905,1266149,ad,True,134,Tuesday,3,17187.0,1533.0617165076708
67918,1238182,ad,True,101,Wednesday,15,14960.0,3458.2145066751195
67927,1211107,ad,True,16,Friday,16,16381.0,414.63302443102333
67956,1224979,ad,True,37,Friday,16,14464.0,257.89481542960783
67975,1021036,ad,True,60,Thursday,19,17109.0,4326.451707505009
67993,1001846,ad,True,98,Thursday,19,17373.0,3255.7681478268023
68087,1357277,ad,True,41,Monday,13,17676.0,6560.6402042679365
68111,1432644,ad,True,49,Saturday,13,17171.0,1295.163102285835
68132,1441316,ad,True,38,Friday,17,12407.0,8256.416130773854
68153,1283190,ad,True,130,Wednesday,13,17426.0,17453.74669319595
68157,1041658,ad,True,122,Monday,9,16054.0,4701.529577438504
68159,1337288,ad,True,83,Wednesday,15,16804.0,3780.879873846817
68168,1129962,ad,True,65,Tuesday,14,14169.0,369.46180826547817
68174,1078609,ad,True,64,Friday,20,16496.0,6341.838145994475
68176,1497100,ad,True,36,Friday,16,12665.0,1078.91035620642
68214,1222692,ad,True,40,Monday,18,15064.0,1691.6689315213873
68231,1557191,ad,True,113,Friday,17,16545.0,2396.9607433070637
68243,1007004,ad,True,125,Wednesday,23,17298.0,2871.0629146314463
68277,1189272,ad,True,97,Sunday,18,15805.0,19714.40137537996
68350,1354025,ad,True,81,Monday,21,17233.0,1759.057756078749
68353,1452632,ad,True,141,Friday,10,16271.0,7228.567331213062
68355,1339125,ad,True,117,Monday,17,13759.0,4687.724664234293
68361,1325676,ad,True,78,Monday,11,16500.0,2997.16209732428
68362,1500101,ad,True,73,Tuesday,14,14901.0,7007.405821788111
68379,1165805,ad,True,97,Friday,15,13507.0,10679.986339579633
68459,1405875,ad,True,67,Monday,19,13046.0,3251.0439677604995
68478,1011103,ad,True,27,Wednesday,23,17354.0,5616.908688239413
68513,1476857,ad,True,36,Monday,23,14451.0,7531.456219301148
68524,1083490,ad,True,36,Thursday,11,17470.0,7802.93368509279
68527,1134162,ad,True,70,Wednesday,12,16430.0,3136.544699253826
68541,1149368,ad,True,95,Sunday,15,14737.0,5339.865176708051
68544,922723,psa,True,30,Tuesday,14,17301.0,1554.9384323320028
68548,1207874,ad,True,108,Friday,17,17041.0,4582.454624429802
68559,1526904,ad,True,29,Friday,17,12419.0,577.1520441152869
68568,909607,psa,True,36,Monday,14,15994.0,2876.5044730378395
68574,1168787,ad,True,7,Monday,16,17400.0,8414.174190674867
68579,1043250,ad,True,119,Wednesday,18,13236.0,5522.999942143542
68606,1079967,ad,True,38,Friday,14,13713.0,1139.0565274254704
68626,1213246,ad,True,93,Monday,20,15787.0,8059.115423516034
68627,1549543,ad,True,48,Monday,12,14629.0,8104.375086822352
68659,1095404,ad,True,228,Saturday,19,16282.0,2483.326756312162
68665,1573721,ad,True,56,Friday,17,13287.0,302.06672817711456
68666,1162130,ad,True,127,Thursday,18,15662.0,258.8305808591603
68673,1323290,ad,True,77,Saturday,21,16951.0,2449.099901975351
68683,1158437,ad,True,79,Saturday,18,16089.0,819.3654031389805
68685,1040406,ad,True,22,Monday,16,17686.0,19277.10505907407
68698,1131884,ad,True,40,Tuesday,14,15977.0,11700.368279868406
68712,1061880,ad,True,3,Friday,17,16916.0,4666.134013665167
68731,1100328,ad,True,8,Thursday,18,12882.0,15402.061857911749
68786,1171046,ad,True,131,Friday,14,13577.0,7714.724509300909
68797,1632222,ad,True,9,Friday,12,12905.0,580.388694528966
68819,1180005,ad,True,71,Friday,14,17787.0,4786.915876865502
68832,1648825,ad,True,41,Monday,16,15965.0,6556.8830884043155
68834,1342301,ad,True,75,Monday,16,16201.0,7371.182847979666
68842,1314094,ad,True,22,Saturday,19,18042.0,1634.4578102013077
68846,1609330,ad,True,72,Wednesday,10,16979.0,8895.253077654976
68855,1098197,ad,True,100,Sunday,17,17963.0,704.1214815846358
68862,1167471,ad,True,4,Friday,19,13666.0,1180.4286835685095
68927,1530611,ad,True,70,Saturday,18,16458.0,14823.673533187653
68932,1145959,ad,True,161,Friday,12,16511.0,4417.3920401162695
68963,1492464,ad,True,37,Monday,15,16650.0,4548.443139025529
68981,1526235,ad,True,113,Wednesday,18,13739.0,1826.445210773438
68984,1331772,ad,True,140,Sunday,1,14087.0,2209.9239023785694
68989,1045503,ad,True,36,Thursday,1,15791.0,8396.451138227718
69026,1041069,ad,True,20,Tuesday,16,14903.0,11430.221142958313
69033,1631390,ad,True,68,Monday,12,16484.0,1855.0368607718876
69055,1054623,ad,True,47,Thursday,23,14264.0,3273.36300394915
69091,1198407,ad,True,68,Friday,18,17876.0,4372.981730071158
69135,1351200,ad,True,65,Thursday,15,12643.0,13972.942133773984
69143,1240199,ad,True,132,Sunday,17,12584.0,9715.780558272254
69150,1586592,ad,True,45,Friday,20,13466.0,2597.540744017306
69177,1188220,ad,True,35,Thursday,22,17616.0,3579.1877070571927
69189,1365602,ad,True,146,Friday,18,16006.0,1526.358876997424
69302,1191233,ad,True,33,Friday,18,13900.0,3762.6837567703365
69308,1573765,ad,True,102,Wednesday,21,13223.0,2388.3798553439906
69312,1572451,ad,True,133,Tuesday,10,14505.0,22888.764821644505
69330,1200692,ad,True,108,Sunday,16,16407.0,9028.337642093727
69349,1179540,ad,True,21,Wednesday,15,16838.0,2611.576120007582
69371,1178814,ad,True,62,Saturday,18,14934.0,8752.029726329069
69386,905902,psa,True,141,Friday,19,13357.0,5247.493570524442
69394,1121905,ad,True,70,Saturday,11,17634.0,7354.194057285083
69406,1164200,ad,True,9,Saturday,23,16510.0,1799.343137042952
69411,1072324,ad,True,1,Friday,19,15312.0,6064.956505123271
69413,1193980,ad,True,23,Tuesday,21,12876.0,8708.718651042169
69445,1230919,ad,True,78,Sunday,8,17377.0,34290.9964694492
69446,1511092,ad,True,282,Saturday,19,18263.0,6147.475562622567
69463,1007241,ad,True,73,Friday,13,15707.0,9591.019292076726
69474,1002547,ad,True,17,Sunday,0,14052.0,2313.574549662023
69496,1089492,ad,True,70,Monday,19,17736.0,3895.5020559802147
69504,1608449,ad,True,39,Friday,19,16212.0,3280.7688616493774
69511,1227252,ad,True,26,Friday,19,17048.0,4729.124177255839
69532,1629842,ad,True,44,Friday,20,14696.0,8809.982490203967
69548,1087655,ad,True,189,Saturday,19,12787.0,2995.9359410196157
69549,1371048,ad,True,95,Sunday,19,13717.0,5680.939863280117
69560,1167947,ad,True,26,Tuesday,14,13931.0,8753.466148331294
69566,1283555,ad,True,45,Sunday,8,15884.0,682.8878824644613
69574,1202858,ad,True,26,Thursday,19,14426.0,25720.476732774197
69594,1044720,ad,True,70,Thursday,21,17584.0,11288.659247215386
69602,1590909,ad,True,11,Friday,19,17233.0,1759.057756078749
69615,1464712,ad,True,100,Saturday,19,16350.0,7351.838737039473
69617,1505569,ad,True,38,Thursday,12,16376.0,6988.919197641449
69654,1027956,ad,True,130,Tuesday,0,15885.0,4602.890625361976
69657,1081931,ad,True,68,Monday,22,17648.0,7408.6319509556615
69712,1203767,ad,True,38,Friday,20,16531.0,7057.9332794443835
69719,1623799,ad,True,149,Wednesday,16,13707.0,6038.798444299236
69758,1031528,ad,True,81,Tuesday,15,16376.0,6988.919197641449
69769,1092346,ad,True,49,Friday,19,12591.0,1534.037913311895
69771,1109681,ad,True,55,Tuesday,12,17252.0,2174.959977393704
69774,1295370,ad,True,37,Friday,23,15888.0,2137.247550606361
69785,1401686,ad,True,120,Sunday,14,13662.0,5182.171976205313
69813,1161014,ad,True,52,Thursday,12,12510.0,9829.334954684866
69833,1162185,ad,True,77,Friday,18,17285.0,206.86297489707414
69864,1156847,ad,True,81,Monday,21,13760.0,3646.906301237481
69873,1595074,ad,True,83,Sunday,20,17736.0,3895.5020559802147
69894,1240771,ad,True,98,Monday,0,14130.0,3235.2044866546116
69897,1503374,ad,True,66,Sunday,13,17171.0,1295.163102285835
69950,1086989,ad,True,57,Monday,6,13082.0,13920.320169170696
69958,1323199,ad,True,73,Tuesday,20,16843.0,37675.74571751254
69959,1135480,ad,True,77,Tuesday,18,16009.0,5912.410053864262
69981,1590626,ad,True,161,Friday,21,12435.0,26204.962076845528
70050,1340171,ad,True,102,Wednesday,20,14583.0,4577.302145074451
70053,1163551,ad,True,99,Saturday,20,12371.0,8732.242296361403
70136,1150121,ad,True,308,Sunday,16,16206.0,5682.1370041006485
70168,1229544,ad,True,71,Tuesday,18,17309.0,1259.5004538088253
70189,1189132,ad,True,38,Friday,10,13167.0,4176.852073983299
70199,1185364,ad,True,21,Friday,21,15542.0,939.046132146261
70216,1254785,ad,True,151,Friday,21,16444.0,8402.834751388906
70218,1366332,ad,True,166,Saturday,10,13288.0,597.4912503397151
70238,905228,psa,True,96,Saturday,18,16012.0,6462.733756201656
70253,1322285,ad,True,89,Wednesday,16,16932.0,1961.5043150877832
70309,1380866,ad,True,69,Monday,19,14233.0,6501.688272320346
70331,1620633,ad,True,45,Sunday,14,17458.0,2659.332250495757
70378,1171194,ad,True,79,Sunday,18,16348.0,5888.857504187902
70425,1199110,ad,True,52,Friday,21,15482.0,29189.137589497637
70441,1468199,ad,True,38,Friday,23,17334.0,1229.3197694238083
70448,1513945,ad,True,99,Saturday,10,13821.0,3119.614930950283
70457,1320591,ad,True,110,Monday,18,17949.0,228457.34777105297
70460,1085905,ad,True,57,Tuesday,21,16526.0,1716.6994091387296
70473,1400872,ad,True,101,Friday,21,16887.0,1850.3208301064908
70535,1075808,ad,True,35,Sunday,21,13909.0,721.7554886521903
70546,1214596,ad,True,105,Sunday,21,15634.0,2406.293189827082
70552,1115924,ad,True,105,Sunday,23,13694.0,379467.5456478049
70586,1596443,ad,True,37,Friday,22,17571.0,5009.219794234924
70596,1095655,ad,True,74,Thursday,21,17157.0,10423.238456350935
70597,1426391,ad,True,18,Sunday,21,14390.0,18873.80781990602
70606,1259938,ad,True,48,Wednesday,20,13165.0,4693.803789985925
70631,1242862,ad,True,401,Saturday,21,16446.0,853083.3480314243
70662,1445859,ad,True,38,Wednesday,10,15884.0,682.8878824644613
70664,1323693,ad,True,55,Saturday,18,13658.0,11824.329633158522
70665,1289118,ad,True,16,Friday,21,14994.0,1155.6750583564997
70682,1183824,ad,True,44,Friday,22,14700.0,9016.736744655032
70741,1101048,ad,True,112,Wednesday,10,13236.0,5522.999942143542
70771,1461464,ad,True,207,Tuesday,21,14810.0,8606.53024806744
70822,1003999,ad,True,47,Wednesday,19,17719.0,22398.74511016395
70834,1186212,ad,True,52,Thursday,12,18287.0,8715.834320652022
70870,1241962,ad,True,36,Sunday,11,15845.0,9844.188165008954
70873,1149515,ad,True,83,Friday,22,17286.0,2041.6040475164139
70876,1003326,ad,True,49,Friday,18,17238.0,15657.464110461511
70915,1415640,ad,True,156,Monday,23,13959.0,3943.496344416854
70931,1278380,ad,True,85,Monday,17,17980.0,3638.302596954817
70948,1579080,ad,True,70,Friday,15,12888.0,1416.090485229268
70951,1526697,ad,True,71,Tuesday,21,12646.0,10495.801057008146
70961,1470843,ad,True,23,Friday,13,14211.0,9181.9816692789
70988,1035193,ad,True,56,Saturday,13,13967.0,1644.426954688744
70998,1210551,ad,True,5,Monday,21,16157.0,8180.39686744087
71024,1180112,ad,True,88,Sunday,17,16924.0,8334.92374994179
71065,1019260,ad,True,66,Sunday,15,12471.0,77035.54689415882
71125,1542541,ad,True,151,Saturday,0,18167.0,9785.125764128305
71146,1388074,ad,True,74,Saturday,17,16614.0,3073.3161876531763
71188,1205706,ad,True,129,Sunday,15,14966.0,2941.105222428663
71198,1431910,ad,True,81,Monday,17,13508.0,1164.6964236396323
71248,1405517,ad,True,52,Saturday,21,13700.0,6464.070683805461
71255,1224597,ad,True,80,Sunday,12,16295.0,12864.307391972083
